date,ticker,name,stock_exchange,sector,economic_risk_region,avg_daily_volume_m,market_cap_b,revenue_b,net_income_b,operating_margin,price_ltm_sales,pe_ratio,fcf_yield,return_on_common,cash_ratio,price_52w_high_pct
2024-08-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.21,3.083,2.307,-0.133,-4.2%,1.3x,-23.3x,13.0%,26.5%,26.2%,83.9%
2024-08-01,QCOM,Qualcomm,NasdaqGS,Information Technology,Developed,10.55,182.7,37.349,8.712,26.3%,4.9x,20.7x,6.9%,38.9%,133.7%,71.1%
2024-08-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.481,1.488,0.885,0.207,27.5%,1.7x,11.1x,11.7%,13.7%,286.3%,68.8%
2024-08-01,PENG,Penguin Solutions,NasdaqGS,Information Technology,Developed,1.069,1.14,1.176,-0.166,3.1%,1.0x,25.3x,9.2%,12.2%,133.1%,72.3%
2024-08-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,205.2,2,683.9,79.774,42.598,59.8%,33.6x,63.0x,1.5%,115.7%,206.5%,77.6%
2024-08-01,LSCC,Lattice Semiconductor,NasdaqGS,Information Technology,Developed,2.357,6.675,0.628,0.189,23.2%,10.6x,35.1x,2.8%,29.8%,136.0%,49.3%
2024-08-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.233,3.409,1.11,0.141,10.2%,3.1x,24.2x,5.8%,6.0%,558.5%,69.1%
2024-08-01,HLIT,Harmonic,NasdaqGS,Information Technology,Developed,1.255,1.682,0.556,0.057,1.2%,3.0x,29.7x,0.8%,15.4%,30.2%,94.7%
2024-08-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.799,12.461,4.645,0.431,12.3%,2.7x,28.9x,4.6%,13.1%,310.6%,67.7%
2024-08-01,CVLT,Commvault,NasdaqGS,Information Technology,Developed,0.397,6.437,0.866,0.174,9.9%,7.4x,36.8x,3.2%,77.0%,64.5%,94.8%
2024-08-01,CRWD,CrowdStrike Holdings,NasdaqGS,Information Technology,Developed,7.675,54.566,3.284,0.136,0.7%,16.6x,414.5x,2.0%,6.4%,138.0%,56.3%
2024-08-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,1.631,7.394,6.401,0.38,7.5%,1.2x,19.7x,6.8%,9.7%,102.6%,66.9%
2024-08-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.957,4.596,0.938,0.074,14.7%,4.9x,62.0x,1.6%,6.9%,164.1%,55.4%
2024-07-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,3.262,18.312,4.563,0.838,15.7%,4.0x,21.8x,9.0%,11.3%,397.3%,78.0%
2024-07-01,TDC,Teradata,NYSE,Information Technology,Developed,0.912,3.355,1.822,0.042,8.2%,1.8x,79.9x,8.1%,29.6%,34.3%,60.1%
2024-07-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,1.114,2.691,0.8,-0.121,0.8%,3.4x,-22.2x,4.7%,123.2%,78.6%,69.8%
2024-07-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.106,2.714,2.253,-0.139,-6.0%,1.2x,-19.5x,13.5%,28.0%,26.6%,68.0%
2024-07-01,PANW,Palo Alto Networks,NasdaqGS,Information Technology,Developed,3.687,110.4,7.791,2.448,11.3%,14.2x,45.1x,2.7%,85.9%,40.8%,89.5%
2024-07-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,117.1,3,054.7,79.774,42.598,59.8%,38.3x,71.7x,1.3%,115.7%,206.5%,88.3%
2024-07-01,MANH,Manhattan Associates,NasdaqGS,Information Technology,Developed,0.439,15.102,0.962,0.192,22.9%,15.7x,78.8x,1.6%,91.1%,55.8%,91.9%
2024-07-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.231,3.797,1.192,0.183,14.5%,3.2x,20.8x,5.5%,7.8%,593.4%,58.7%
2024-07-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.769,10.759,4.645,0.431,12.3%,2.3x,25.0x,5.4%,13.1%,310.6%,58.5%
2024-07-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.024,13.233,1.828,0.276,14.5%,7.2x,48.0x,3.1%,29.2%,294.1%,50.6%
2024-07-01,DOCU,DocuSign,NasdaqGS,Information Technology,Developed,2.201,11.287,2.81,0.107,3.2%,4.0x,105.3x,8.0%,11.4%,67.7%,85.1%
2024-07-01,DDOG,Datadog,NasdaqGS,Information Technology,Developed,3.986,43.652,2.258,0.115,0.6%,19.3x,378.6x,1.6%,6.2%,285.9%,94.1%
2024-07-01,APP,AppLovin,NasdaqGS,Information Technology,Developed,4.368,27.907,3.626,0.597,25.6%,7.7x,47.0x,4.2%,44.7%,57.2%,95.8%
2024-07-01,AKAM,Akamai,NasdaqGS,Information Technology,Developed,1.694,13.637,3.883,0.626,17.9%,3.5x,21.8x,6.9%,14.2%,207.0%,69.3%
2024-07-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.495,248.3,20.429,5.079,35.4%,12.2x,48.9x,2.6%,34.2%,85.1%,87.7%
2024-06-01,TDC,Teradata,NYSE,Information Technology,Developed,1.073,3.153,1.822,0.042,8.2%,1.7x,75.1x,8.6%,29.6%,34.3%,56.5%
2024-06-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,7.119,45.938,11.82,1.049,9.7%,3.9x,43.8x,-4.3%,30.6%,123.2%,63.8%
2024-06-01,SCSC,ScanSource,NasdaqGS,Information Technology,Developed,0.219,1.172,3.461,0.08,3.0%,0.3x,15.0x,24.8%,8.6%,24.7%,93.1%
2024-06-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,0.915,2.252,0.8,-0.121,0.8%,2.8x,-18.6x,5.6%,123.2%,78.6%,58.4%
2024-06-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.007,3.152,2.253,-0.139,-6.0%,1.4x,-22.6x,11.6%,28.0%,26.6%,79.0%
2024-06-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,49.799,2,694.3,79.774,42.598,59.8%,33.8x,63.2x,1.5%,115.7%,206.5%,94.7%
2024-06-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.527,4.223,0.664,0.103,2.0%,6.4x,41.1x,0.8%,11.8%,267.4%,90.0%
2024-06-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.675,10.315,4.645,0.431,12.3%,2.2x,23.9x,5.6%,13.1%,310.6%,56.0%
2024-06-01,DOCU,DocuSign,NasdaqGS,Information Technology,Developed,2.203,11.208,2.762,0.074,2.3%,4.1x,151.5x,7.9%,8.5%,63.0%,84.5%
2024-06-01,BL,Blackline,NasdaqGS,Information Technology,Developed,1.196,2.95,0.609,0.081,0.9%,4.8x,39.0x,5.1%,38.1%,204.1%,68.9%
2024-06-01,APP,AppLovin,NasdaqGS,Information Technology,Developed,4.357,26.808,3.626,0.597,25.6%,7.4x,45.1x,4.3%,44.7%,57.2%,92.1%
2024-06-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.19,2.579,0.237,0.086,6.6%,10.9x,30.3x,1.6%,49.2%,162.1%,90.9%
2024-06-01,ADSK,Autodesk,NasdaqGS,Information Technology,Developed,1.715,43.125,5.497,0.906,20.5%,7.8x,47.6x,3.0%,60.4%,51.6%,72.1%
2024-06-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.54,199.3,19.936,4.801,35.0%,10.0x,41.5x,3.3%,32.4%,71.5%,69.7%
2024-05-01,TDC,Teradata,NYSE,Information Technology,Developed,1.195,3.65,1.833,0.062,9.8%,2.0x,58.9x,9.8%,31.6%,48.8%,64.7%
2024-05-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,10.421,43.228,11.82,1.049,9.7%,3.7x,41.2x,-4.4%,30.6%,123.2%,60.1%
2024-05-01,ROG,Rogers,NYSE,Information Technology,Developed,0.178,2.213,0.878,0.068,6.1%,2.5x,32.6x,4.9%,5.6%,99.9%,68.5%
2024-05-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.145,2.777,2.202,-0.165,-8.1%,1.3x,-16.8x,13.5%,33.5%,35.1%,69.5%
2024-05-01,QLYS,Qualys,NasdaqGS,Information Technology,Developed,0.483,6.108,0.555,0.152,29.4%,11.0x,40.3x,3.9%,46.1%,109.3%,80.1%
2024-05-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.292,1.658,0.907,0.099,14.6%,1.8x,16.8x,8.4%,21.0%,164.2%,48.7%
2024-05-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,53.748,2,043.8,60.922,29.76,54.1%,33.5x,68.7x,1.3%,91.5%,244.4%,85.3%
2024-05-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.65,14.931,2.019,-0.067,-3.8%,7.4x,-221.8x,2.6%,9.7%,141.4%,91.2%
2024-05-01,NSSC,NAPCO,NasdaqGS,Information Technology,Developed,0.397,1.48,0.177,0.043,26.6%,8.3x,34.3x,2.7%,30.1%,372.3%,87.1%
2024-05-01,MARA,Marathon Digital,NasdaqCM,Information Technology,Developed,62.779,4.386,0.387,0.261,57.0%,11.3x,16.9x,-11.5%,25.9%,1,058.5%,47.1%
2024-05-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.276,3.807,1.192,0.183,14.5%,3.2x,20.8x,5.5%,7.8%,593.4%,58.9%
2024-05-01,HLIT,Harmonic,NasdaqGS,Information Technology,Developed,2.014,1.242,0.573,0.071,2.0%,2.2x,17.5x,1.6%,19.0%,30.7%,60.2%
2024-05-01,FFIV,F5 Networks,NasdaqGS,Information Technology,Developed,0.452,9.765,2.784,0.499,22.7%,3.5x,19.6x,7.1%,17.6%,60.1%,83.5%
2024-05-01,CVLT,Commvault,NasdaqGS,Information Technology,Developed,0.309,4.484,0.839,0.169,9.5%,5.3x,26.6x,4.5%,72.8%,64.5%,95.6%
2024-05-01,APP,AppLovin,NasdaqGS,Information Technology,Developed,4.402,22.974,3.283,0.357,19.8%,7.0x,64.7x,4.6%,22.5%,53.2%,87.7%
2024-04-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,3.447,19.908,4.527,0.638,13.2%,4.4x,31.2x,7.4%,9.0%,395.1%,85.3%
2024-04-01,TDC,Teradata,NYSE,Information Technology,Developed,1.179,3.752,1.833,0.062,9.8%,2.0x,60.6x,9.5%,31.6%,48.8%,66.5%
2024-04-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,10.859,60.726,9.253,0.732,9.4%,6.6x,82.9x,-0.3%,29.9%,36.4%,84.4%
2024-04-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.203,1.947,0.907,0.099,14.6%,2.1x,19.7x,7.1%,21.0%,164.2%,57.5%
2024-04-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,53.848,2,224,60.922,29.76,54.1%,36.5x,74.7x,1.2%,91.5%,244.4%,92.8%
2024-04-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.877,15.227,2.019,-0.067,-3.8%,7.5x,-226.2x,2.6%,9.7%,141.4%,93.0%
2024-04-01,MSTR,Strategy,NasdaqGS,Information Technology,Developed,2.3,27.772,0.496,0.429,-23.2%,56.0x,64.7x,0.0%,48.2%,14.5%,81.8%
2024-04-01,MARA,Marathon Digital,NasdaqCM,Information Technology,Developed,82.092,5.789,0.387,0.261,57.0%,14.9x,22.3x,-8.7%,25.9%,1,058.5%,63.4%
2024-04-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.315,4.156,1.287,0.219,18.0%,3.2x,19.0x,4.5%,9.1%,548.0%,63.6%
2024-04-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.158,1.48,1.346,0.08,9.5%,1.1x,18.5x,14.9%,83.2%,40.3%,35.1%
2024-04-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.177,16.059,2.291,0.439,20.1%,7.0x,36.6x,3.7%,48.5%,318.3%,51.1%
2024-04-01,APP,AppLovin,NasdaqGS,Information Technology,Developed,4.215,22.776,3.283,0.357,19.8%,6.9x,64.2x,4.6%,22.5%,53.2%,92.7%
2024-04-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.788,5.185,1.078,0.222,22.0%,4.8x,23.4x,1.5%,21.9%,178.3%,50.6%
2024-04-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.218,2.283,0.228,0.087,6.9%,10.0x,26.7x,1.0%,50.1%,127.4%,92.6%
2024-04-01,ACLS,Axcelis,NasdaqGS,Information Technology,Developed,0.713,3.667,1.131,0.246,23.5%,3.2x,14.9x,3.7%,32.1%,177.5%,55.9%
2024-03-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.113,21.587,4.527,0.638,11.6%,4.8x,33.9x,6.8%,9.0%,395.1%,93.4%
2024-03-01,TDC,Teradata,NYSE,Information Technology,Developed,1.134,3.756,1.833,0.062,9.8%,2.0x,60.6x,9.5%,31.6%,48.8%,66.8%
2024-03-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,8.958,50.647,9.253,0.732,9.4%,5.5x,69.2x,-0.3%,29.9%,36.4%,84.0%
2024-03-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.391,3.127,2.202,-0.165,-8.1%,1.4x,-18.9x,12.0%,33.5%,35.1%,78.3%
2024-03-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.172,2.266,0.907,0.099,14.6%,2.5x,22.9x,6.1%,21.0%,164.2%,66.9%
2024-03-01,P,Pure Storage,NYSE,Information Technology,Developed,4.961,17.483,2.831,0.061,3.1%,6.2x,285.1x,2.8%,5.5%,112.1%,98.8%
2024-03-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,46.25,2,025.1,60.922,29.76,54.1%,33.2x,68.0x,1.3%,91.5%,244.4%,99.9%
2024-03-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.584,15.629,2.019,-0.067,-4.1%,7.7x,-232.2x,2.5%,9.7%,141.4%,97.8%
2024-03-01,MSTR,Strategy,NasdaqGS,Information Technology,Developed,1.477,18.315,0.496,0.429,-23.2%,36.9x,42.7x,0.1%,48.2%,14.5%,99.9%
2024-03-01,MARA,Marathon Digital,NasdaqCM,Information Technology,Developed,86.303,7.226,0.387,0.261,57.0%,18.6x,27.9x,-6.9%,25.9%,1,058.5%,79.2%
2024-03-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.293,4.041,1.287,0.218,18.0%,3.1x,18.5x,4.6%,9.1%,548.0%,61.8%
2024-03-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.2,1.604,1.346,0.08,9.5%,1.2x,20.0x,13.8%,83.2%,40.3%,38.1%
2024-03-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,5.045,17.603,2.291,0.439,20.1%,7.7x,40.1x,3.3%,48.5%,318.3%,56.0%
2024-03-01,DOCU,DocuSign,NasdaqGS,Information Technology,Developed,5.008,11.13,2.709,0.052,2.0%,4.1x,215.7x,6.8%,7.2%,72.6%,81.5%
2024-03-01,APP,AppLovin,NasdaqGS,Information Technology,Developed,3.72,21.293,3.283,0.357,19.8%,6.5x,60.0x,5.0%,22.5%,53.2%,99.9%
2024-02-01,ZBRA,Zebra Technologies,NasdaqGS,Information Technology,Developed,0.419,12.46,5.078,0.465,15.1%,2.5x,26.8x,0.4%,16.4%,6.5%,69.0%
2024-02-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,4.857,32.59,9.253,0.732,9.4%,3.5x,44.5x,-0.5%,29.9%,36.4%,99.3%
2024-02-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.418,3.167,2.156,-0.402,-9.6%,1.5x,-7.9x,9.4%,110.3%,71.4%,68.5%
2024-02-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.541,1.902,0.892,0.199,28.4%,2.1x,15.2x,9.0%,13.9%,276.5%,92.2%
2024-02-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.221,13.853,1.94,-0.17,-6.0%,7.1x,-81.1x,2.1%,23.8%,142.9%,99.2%
2024-02-01,MSTR,Strategy,NasdaqGS,Information Technology,Developed,1.207,7.873,0.504,0.09,-52.7%,15.6x,87.2x,-0.1%,28.2%,16.8%,69.2%
2024-02-01,MANH,Manhattan Associates,NasdaqGS,Information Technology,Developed,0.427,15.334,0.929,0.177,22.6%,16.5x,86.8x,1.6%,69.9%,74.0%,96.2%
2024-02-01,LSCC,Lattice Semiconductor,NasdaqGS,Information Technology,Developed,2.26,8.438,0.743,0.212,30.2%,11.4x,39.8x,3.0%,39.8%,113.6%,62.2%
2024-02-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.381,1.702,1.346,0.08,9.5%,1.3x,21.2x,13.0%,83.2%,40.3%,40.4%
2024-02-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.937,14.354,2.713,0.572,22.8%,5.3x,25.1x,5.6%,70.4%,230.4%,42.7%
2024-02-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.406,4.149,1.761,0.141,17.1%,2.4x,29.5x,3.1%,8.4%,155.3%,69.2%
2024-02-01,COHU,Cohu,NasdaqGS,Information Technology,Developed,0.251,1.528,0.69,0.052,10.3%,2.2x,29.5x,7.2%,5.7%,301.7%,73.1%
2024-02-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,0.942,7.852,6.657,0.407,8.1%,1.2x,19.3x,5.2%,11.1%,73.3%,92.8%
2024-02-01,AMAT,Applied Materials,NasdaqGS,Information Technology,Developed,5.862,138.9,26.517,6.856,28.9%,5.2x,20.3x,5.5%,48.0%,93.2%,93.6%
2024-02-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.507,5.609,1.078,0.222,23.9%,5.2x,25.3x,1.4%,21.9%,178.3%,54.9%
2024-01-01,XRX,Xerox,NasdaqGS,Information Technology,Developed,2.155,2.253,7.062,0.182,5.8%,0.3x,13.6x,19.0%,5.5%,17.7%,97.8%
2024-01-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,3.193,15.877,7.391,0.613,9.7%,2.1x,25.9x,3.7%,32.3%,33.9%,79.6%
2024-01-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.333,3.183,2.156,-0.402,-9.6%,1.5x,-7.9x,9.4%,110.3%,71.4%,68.8%
2024-01-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.193,2.289,0.918,0.102,15.0%,2.5x,22.4x,5.6%,23.0%,113.9%,67.9%
2024-01-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.521,1.964,0.892,0.2,28.4%,2.2x,15.7x,8.7%,13.9%,276.5%,96.2%
2024-01-01,NSIT,Insight Enterprises,NasdaqGS,Information Technology,Developed,0.226,5.772,9.442,0.268,4.4%,0.6x,21.5x,11.7%,16.5%,8.9%,95.2%
2024-01-01,MSTR,Strategy,NasdaqGS,Information Technology,Developed,0.969,9.877,0.504,0.09,-52.7%,19.6x,109.3x,-0.1%,28.2%,16.8%,91.6%
2024-01-01,MANH,Manhattan Associates,NasdaqGS,Information Technology,Developed,0.449,13.256,0.889,0.166,22.0%,14.9x,80.0x,1.6%,81.2%,54.8%,93.4%
2024-01-01,LSCC,Lattice Semiconductor,NasdaqGS,Information Technology,Developed,2.426,9.523,0.743,0.212,30.2%,12.8x,44.9x,2.7%,39.8%,113.6%,70.2%
2024-01-01,IDCC,InterDigital,NasdaqGS,Information Technology,Developed,0.326,2.79,0.561,0.204,41.9%,5.0x,13.5x,21.1%,32.4%,243.3%,97.1%
2024-01-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.361,2.286,1.368,0.094,9.6%,1.7x,24.3x,11.4%,86.0%,42.4%,53.9%
2024-01-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,5.591,17.988,2.713,0.572,22.8%,6.6x,31.5x,4.5%,70.4%,230.4%,48.6%
2024-01-01,DOCU,DocuSign,NasdaqGS,Information Technology,Developed,4.217,12.123,2.709,0.052,2.0%,4.5x,234.9x,6.2%,7.2%,72.6%,85.6%
2024-01-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.304,5.826,1.072,0.253,25.1%,5.4x,23.0x,1.3%,26.5%,275.6%,57.1%
2024-01-01,ACLS,Axcelis,NasdaqGS,Information Technology,Developed,0.611,4.247,1.086,0.232,22.4%,3.9x,18.3x,4.7%,32.8%,176.5%,64.5%
2023-12-01,ZBRA,Zebra Technologies,NasdaqGS,Information Technology,Developed,0.478,12.389,5.078,0.465,15.1%,2.4x,26.6x,0.4%,16.4%,6.5%,68.6%
2023-12-01,XRX,Xerox,NasdaqGS,Information Technology,Developed,2.026,1.742,7.062,0.182,5.8%,0.2x,10.5x,24.6%,5.5%,17.7%,82.8%
2023-12-01,TRMB,Trimble,NasdaqGS,Information Technology,Developed,1.558,11.78,3.723,0.334,13.9%,3.2x,35.3x,4.8%,8.2%,16.2%,76.4%
2023-12-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.18,2.883,2.156,-0.402,-9.6%,1.3x,-7.2x,10.4%,110.3%,71.4%,62.3%
2023-12-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.509,1.325,0.875,0.191,28.4%,1.5x,11.2x,9.8%,13.0%,249.6%,78.5%
2023-12-01,PANW,Palo Alto Networks,NasdaqGS,Information Technology,Developed,3.632,93.379,7.207,0.614,8.1%,13.0x,152.1x,3.1%,45.8%,51.8%,99.8%
2023-12-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.328,10.9,1.94,-0.171,-7.1%,5.6x,-63.8x,2.7%,23.8%,142.9%,98.6%
2023-12-01,NTAP,NetApp,NasdaqGS,Information Technology,Developed,1.752,18.807,6.101,0.692,18.1%,3.1x,27.2x,5.5%,70.2%,70.3%,99.5%
2023-12-01,NSSC,NAPCO,NasdaqGS,Information Technology,Developed,0.414,1.151,0.172,0.035,21.9%,6.7x,33.3x,3.0%,26.0%,340.8%,76.3%
2023-12-01,MSTR,Strategy,NasdaqGS,Information Technology,Developed,0.759,8.251,0.504,0.09,-52.7%,16.4x,91.3x,-0.1%,28.2%,16.8%,98.6%
2023-12-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.399,2.123,1.368,0.095,9.6%,1.6x,22.5x,12.3%,86.0%,42.4%,50.0%
2023-12-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.763,14.501,2.713,0.572,22.8%,5.3x,25.4x,5.6%,70.4%,230.4%,31.3%
2023-12-01,BL,Blackline,NasdaqGS,Information Technology,Developed,0.568,3.676,0.574,0.045,-2.5%,6.4x,87.4x,2.9%,28.7%,191.8%,77.0%
2023-12-01,BDC,Belden,NYSE,Information Technology,Developed,0.348,2.854,2.62,0.266,13.4%,1.1x,10.7x,8.6%,22.8%,96.0%,69.1%
2023-12-01,APP,AppLovin,NasdaqGS,Information Technology,Developed,2.777,12.844,3.032,0.105,13.8%,4.2x,123.5x,6.8%,7.0%,41.5%,84.8%
2023-11-01,XRX,Xerox,NasdaqGS,Information Technology,Developed,1.861,1.608,7.062,0.182,5.8%,0.2x,9.7x,26.7%,5.5%,17.7%,76.4%
2023-11-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.539,2.195,0.786,0.094,9.4%,0.3x,29.3x,32.7%,5.1%,21.3%,90.3%
2023-11-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.483,3.134,1.355,0.074,11.4%,2.3x,42.6x,9.5%,5.9%,359.2%,56.5%
2023-11-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.233,2.403,2.107,-0.645,-11.0%,1.1x,-3.7x,10.4%,253.0%,38.0%,51.5%
2023-11-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.543,1.158,0.875,0.191,28.4%,1.3x,9.8x,11.2%,13.0%,249.6%,68.6%
2023-11-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.115,8.894,1.863,-0.255,-11.1%,4.5x,-34.9x,2.3%,33.8%,126.5%,92.2%
2023-11-01,LSCC,Lattice Semiconductor,NasdaqGS,Information Technology,Developed,1.984,7.538,0.743,0.212,30.2%,10.2x,35.5x,3.4%,39.8%,113.6%,55.6%
2023-11-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.432,2.313,1.368,0.095,9.6%,1.7x,24.6x,11.2%,86.0%,42.4%,54.6%
2023-11-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.415,12.557,4.839,0.533,13.5%,2.6x,23.5x,4.5%,18.1%,316.5%,56.1%
2023-11-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.236,10.445,2.713,0.572,22.8%,3.9x,18.3x,7.7%,70.4%,230.4%,22.6%
2023-11-01,DOCN,DigitalOcean Holdings,NYSE,Information Technology,Developed,1.722,1.761,0.65,-0.018,-0.2%,2.7x,-96.9x,6.5%,16.6%,329.0%,38.3%
2023-11-01,DIOD,Diodes,NasdaqGS,Information Technology,Developed,0.307,2.991,1.952,0.338,19.6%,1.5x,9.0x,7.0%,22.0%,80.1%,66.8%
2023-11-01,COHU,Cohu,NasdaqGS,Information Technology,Developed,0.29,1.442,0.746,0.073,13.1%,1.9x,19.8x,8.3%,7.9%,269.0%,68.9%
2023-11-01,CGNX,Cognex,NasdaqGS,Information Technology,Developed,0.99,5.985,0.88,0.157,19.2%,6.8x,38.0x,2.4%,10.9%,302.1%,58.5%
2023-11-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.391,4.956,1.034,0.238,24.8%,4.8x,20.8x,1.9%,26.6%,233.6%,48.6%
2023-10-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.518,3.491,1.355,0.074,11.4%,2.6x,47.4x,8.5%,5.9%,359.2%,62.9%
2023-10-01,SQSP,Squarespace,NYSE,Information Technology,Developed,0.558,3.939,0.931,-0.22,8.3%,4.2x,-17.9x,4.7%,131.8%,56.4%,84.3%
2023-10-01,ROG,Rogers,NYSE,Information Technology,Developed,0.152,2.447,0.946,0.096,8.7%,2.6x,25.4x,2.7%,8.3%,119.3%,53.0%
2023-10-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.372,2.806,2.107,-0.645,-11.0%,1.3x,-4.4x,8.9%,253.0%,38.0%,60.1%
2023-10-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.311,2.014,0.923,0.103,15.8%,2.2x,19.6x,7.1%,24.4%,77.2%,59.7%
2023-10-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.546,1.264,0.875,0.191,28.4%,1.4x,10.7x,10.3%,13.0%,249.6%,74.9%
2023-10-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.845,8.358,1.863,-0.255,-11.1%,4.5x,-32.8x,2.5%,33.8%,126.5%,94.7%
2023-10-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,1.343,1.803,1.009,0.065,12.9%,1.8x,27.9x,9.3%,9.8%,101.4%,51.0%
2023-10-01,KLAC,KLA Corp,NasdaqGS,Information Technology,Developed,0.985,62.526,10.496,3.387,38.0%,6.0x,18.5x,5.3%,156.8%,86.6%,88.2%
2023-10-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.161,3.136,1.312,0.078,8.5%,2.4x,40.2x,7.5%,75.4%,40.8%,74.0%
2023-10-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.445,14.82,4.839,0.533,13.5%,3.1x,27.8x,3.8%,18.1%,316.5%,65.6%
